from_organisation	to_organisation	relationship_type	from_key	to_key	from_in_master	verification_status	pdpa_risk	notes	sources
Missionary Sisters of the Precious Blood	Upendo Children's Home	operates		WORG_upendo_children_home		verified	low		"[{""url"": ""https://upendookat.com/about-us"", ""title"": ""About Us — UPENDO: One Kid at a Time"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""operator"", ""care_model"", ""founded""], ""evidence_excerpt"": ""Founded 2014; Upendo Orphanage (0–5) run by Sisters of the Precious Blood; OKAT Children's Home for ages 5+.""}, {""url"": ""http://ccsrauorphanages.blogspot.com/2007/02/upendo-orphanage.html"", ""title"": ""CCS Rau Orphanages: Upendo Orphanage"", ""source_date"": ""2007-02-17"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""operator"", ""location"", ""contacts"", ""children_served""], ""evidence_excerpt"": ""Precious Blood Sisters' home in Shante Town, Moshi; about 52 children; nursery school on site.""}]"
Catholic Diocese of Moshi	Rainbow Centre, Catholic Diocese of Moshi	operates	WORG_catholic_diocese_of_moshi	WORG_rainbow_centre_catholic_diocese_of_moshi		needs_review	low	Blog last updated 2010.	"[{""url"": ""http://rainbow-centre.blogspot.com/"", ""title"": ""RAINBOW CENTRE CATHOLIC DIOCESE OF MOSHI (blog)"", ""source_date"": ""2010-05-10"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""operator"", ""coverage"", ""children_served"", ""founded""], ""evidence_excerpt"": ""Diocesan HIV/AIDS centre since 1992 covering Moshi, Rombo, Siha, Hai; 756 OVCs supported in 2009.""}]"
Compassion International Tanzania	TAG Kilimanjaro Revival Temple Child and Youth Development Centre	funds	WORG_compassion_international	WORG_tag_kilimanjaro_revival_temple_child_and_youth_d		verified	low	Compassion partner centre; university pathway programme.	"[{""url"": ""https://dailynews.co.tz/centre-transforms-over-400-childrens-lives/"", ""title"": ""Centre transforms over 400 children's lives - Daily News"", ""source_date"": ""2026-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""children_served"", ""partner"", ""leaders"", ""latest_activity""], ""evidence_excerpt"": ""TAG Kilimanjaro Revival Temple centre in Moshi marks 20 years; 400+ children helped; Compassion university pathway.""}, {""url"": ""https://allafrica.com/stories/202609140381.html"", ""title"": ""Tanzania: Centre Transforms Over 400 Children's Lives - allAfrica.com"", ""source_date"": ""2026-09-14"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""latest_activity"", ""leaders""], ""evidence_excerpt"": ""Republished Daily News story; 20th anniversary; named church and Compassion roles.""}]"
Path To Africa	Hope Village for Orphaned and Vulnerable Children	operates		WORG_hope_village_for_orphaned_and_vulnerable_childre		verified	low		"[{""url"": ""https://www.pathtoafrica.org/"", ""title"": ""Path To Africa"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""operator"", ""founded""], ""evidence_excerpt"": ""Moshi charity founded 2007; main project is Hope Village; references 2022 photos.""}, {""url"": ""https://www.pathtoafrica.org/hope_village_orphanage"", ""title"": ""Hope Village Orphanage – Path To Africa"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""founder"", ""children_served"", ""age_range"", ""contacts""], ""evidence_excerpt"": ""Founded February 2011 in Moshi; eight residents aged 15–20; education incl. further study.""}]"
Hidden with Christ Ministries	Treasures of Africa KIDZ Project	operates	WORG_hidden_with_christ_ministries	WORG_treasures_of_africa_kidz_project		verified	low		"[{""url"": ""https://www.treasuresofafrica.org/about"", ""title"": ""About Treasures of Africa"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""history"", ""care_model"", ""schooling""], ""evidence_excerpt"": ""Orphanage 2007–2021; children now settled with families; KIDZ Project sponsors preschool through university.""}]"
Trekking for Kids	Kilimanjaro Centre for Orphans and Street Children	funds		WORG_kilimanjaro_centre_for_orphan_and_street_childre		historical	low	Fundraising treks around 2013.	"[{""url"": ""https://ilivetotravel.me/kili-centre-moshi-tanzania-orphans/"", ""title"": ""Of kids, water, a fence, and chicks - the Kili Centre Orphanage"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""services"", ""funder"", ""historical""], ""evidence_excerpt"": ""Blog on 2013 projects: rented premises, new land, vocational sewing; Trekking for Kids fundraising.""}]"
Friends of Mkombozi	Mkombozi Centre for Street Children	funds		WORG_mkombozi_centre_for_street_children		historical	low	UK charity 1101318; latest accounts 2013.	"[{""url"": ""https://ngoexplorer.org/charity/1101318"", ""title"": ""Friends of Mkombozi | NGO Explorer"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""directory"", ""fetched"": true, ""facts_supported"": [""foreign_charity"", ""income""], ""evidence_excerpt"": ""UK charity 1101318; latest income £11,558 (December 2013).""}]"
Kilimanjaro Permaculture Community	Kili Kids at Rainbow Ridge	operates		WORG_kili_kids_at_rainbow_ridge		historical	low		"[{""url"": ""https://hostelhoffmoshi.wordpress.com/2014/09/19/kili-kids-orphanage-project/"", ""title"": ""Kili Kids Orphanage – Project | Hostel Hoff Blog"", ""source_date"": ""2014-09-19"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""location"", ""children_served"", ""operator"", ""schooling""], ""evidence_excerpt"": ""25 children aged 3–16 at Rainbow Ridge, Maili Sita; Kilimanjaro Permaculture Community project; local schools.""}]"
Segal Family Foundation	Gabriella Children's Rehabilitation Centre	funds		WORG_gabriella_children_rehabilitation_centre		unverified	low	Portfolio page (search result); fetch returned an image only.	"[{""url"": ""https://www.segalfamilyfoundation.org/portfolio-items/gabriella-centre/"", ""title"": ""Gabriella Centre - Segal Family Foundation (search result)"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": false, ""facts_supported"": [""funder"", ""children_served""], ""evidence_excerpt"": ""Search summary: 1,000 children through its doors and 1,500 home interventions since inception.""}]"
GO Campaign	Gabriella Children's Rehabilitation Centre	funds	WORG_go_campaign	WORG_gabriella_children_rehabilitation_centre		unverified	low	Article in search results; page 404 on fetch.	"[{""url"": ""https://www.gocampaign.org/articles/gabriella-center-visit"", ""title"": ""Scott Visits Gabriella Children's Rehabilitation Centre — GO Campaign (search result; page 404 on fetch)"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": false, ""facts_supported"": [""funder""], ""evidence_excerpt"": ""Search result: GO Campaign article on a visit to Gabriella Centre.""}]"
Evangelical Lutheran Church in Tanzania (ELCT)	Building a Caring Community (BCC)	funds	WORG_evangelical_lutheran_church_in	WORG_building_a_caring_community		needs_review	low	Described as 'supported by' ELCT.	"[{""url"": ""https://tanzaniavolunteers.com/bcc-centers/"", ""title"": ""Special Needs Centers (BCC) – Tanzania Volunteers"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""directory"", ""fetched"": true, ""facts_supported"": [""operator"", ""children_served"", ""age_range"", ""centres""], ""evidence_excerpt"": ""BCC runs 10 centres in Kilimanjaro for 250+ children and young adults aged 3–22 with disabilities; ELCT-supported.""}]"
Ministry for Foreign Affairs of Finland	KWIECO Shelter House	funds		WORG_kwieco_shelter_house		historical	low	Funded first phase (opened 2015).	"[{""url"": ""https://www.ukumbi.org/projects/kwieco.html"", ""title"": ""KWIECO shelter, Moshi, Tanzania – Ukumbi"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""founded"", ""shelter"", ""funder""], ""evidence_excerpt"": ""KWIECO founded 1987; shelter's first phase opened May 2015; Finnish Foreign Ministry funding.""}]"
Arusha Kids Trust	Save Africa Orphanage	funds	WORG_arusha_kids	WORG_save_africa_orphanage		verified	low	Primary partner; school sponsorship, food, health and living-environment support for 40+ children.	"[{""url"": ""https://www.arushakidstrust.com/about-us"", ""title"": ""About Us – Arusha Kids Trust"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""founded"", ""registration"", ""SAO location"", ""trustees""], ""evidence_excerpt"": ""Founded Sept 2014; NSW charity, ACNC-registered 2016, DGR June 2019; SAO at Leganga, about 25 km east of Arusha.""}, {""url"": ""https://www.arushakidstrust.com/"", ""title"": ""Arusha Kids Trust (home)"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""mission"", ""children supported"", ""programmes""], ""evidence_excerpt"": ""Supports over 40 children at Save Africa Orphanage; programmes: school sponsorship, food, living environment, health.""}]"
Arusha Kids Trust	Haradali Primary School	partners_with	WORG_arusha_kids			verified	low	Pays primary scholarships for 14 children (private school).	"[{""url"": ""https://www.arushakidstrust.com/school-sponsorship"", ""title"": ""School Sponsorship – Arusha Kids Trust"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""scholarships"", ""schools used"", ""sponsorship model""], ""evidence_excerpt"": ""20 primary scholarships (Haradali 14, Blue Sky 5, Same Hill 1), 6 secondary, 1 vocational; part sponsors pay one third.""}]"
Arusha Kids Trust	Blue Sky Primary School	partners_with	WORG_arusha_kids			verified	low	Pays primary scholarships for 5 children.	"[{""url"": ""https://www.arushakidstrust.com/school-sponsorship"", ""title"": ""School Sponsorship – Arusha Kids Trust"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""scholarships"", ""schools used"", ""sponsorship model""], ""evidence_excerpt"": ""20 primary scholarships (Haradali 14, Blue Sky 5, Same Hill 1), 6 secondary, 1 vocational; part sponsors pay one third.""}]"
Arusha Kids Trust	Same Hill Primary School	partners_with	WORG_arusha_kids			verified	low	Pays a primary scholarship for 1 child.	"[{""url"": ""https://www.arushakidstrust.com/school-sponsorship"", ""title"": ""School Sponsorship – Arusha Kids Trust"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""scholarships"", ""schools used"", ""sponsorship model""], ""evidence_excerpt"": ""20 primary scholarships (Haradali 14, Blue Sky 5, Same Hill 1), 6 secondary, 1 vocational; part sponsors pay one third.""}]"
Mesha's Village	Ngarasero Community Organization	funds	WORG_meshas_village	WORG_ngarasero_community		verified	low	US donor group sponsoring about 75 children through Ngarasero (Sept 2026 news).	"[{""url"": ""https://tanzaniainsight.com/20-vulnerable-children-in-usa-river-seek-education-sponsorship/"", ""title"": ""20 vulnerable children in Usa River seek education sponsorship – Tanzania Insight"", ""source_date"": ""2026-09-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""name"", ""location"", ""founded"", ""children"", ""needs"", ""funder"", ""centre manager""], ""evidence_excerpt"": ""Ngarasero Community Organization, Usa River: founded 2018; seeks sponsors for 20 children to start primary; 50 in early learning; Mesha's Village sponsors 75.""}, {""url"": ""https://dailynews.co.tz/20-vulnerable-children-in-usa-river-seek-education-sponsorship/"", ""title"": ""20 vulnerable children in Usa River seek education sponsorship – Daily News"", ""source_date"": ""2026-09"", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""published"", ""fetched"": true, ""facts_supported"": [""schools used"", ""needs""], ""evidence_excerpt"": ""Secondary pupils at Haradali Winners and Usa-River Rehabilitation secondary schools; needs food, clothing and permanent premises.""}]"
Mesha's Village	Haradali School	partners_with	WORG_meshas_village			verified	low	Pays tuition for 62 children; FY2025 tuition expense $52,154.	"[{""url"": ""https://www.meshasvillage.com/"", ""title"": ""Mesha's Village (home)"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""mission"", ""founded"", ""children"", ""school used"", ""contacts""], ""evidence_excerpt"": ""Nonprofit founded 2017 sponsoring orphaned and underprivileged Tanzanian children at private school; 62 enrolled at Haradali School, Arusha.""}, {""url"": ""https://www.guidestar.org/profile/82-3424413"", ""title"": ""Meshas Village – GuideStar Profile"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""directory"", ""fetched"": true, ""facts_supported"": [""EIN"", ""ruling year"", ""programme expenses""], ""evidence_excerpt"": ""EIN 82-3424413, Liberty Hill TX, ruling year 2020; FY2025 tuition to Haradali School $52,154, supplies $4,520, food $4,300.""}]"
Passion Projects International Inc.	Afroplan Foundation	funds	WORG_passion_projects_international	WORG_afroplan_foundation		needs_review	low	Oversees Afroplan as a portfolio project and runs its sponsorship programme.	"[{""url"": ""https://www.passionprojectsintl.com/afroplan-foundation"", ""title"": ""Afroplan Foundation – Passion Projects International"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""location"", ""founded"", ""programmes"", ""children"", ""operator"", ""email""], ""evidence_excerpt"": ""Usa River NGO founded 2012; day centre plus sponsorship for Maua English Medium School; over 60 students; overseen by Passion Projects International.""}, {""url"": ""https://www.passionprojectsintl.com/sponsorship"", ""title"": ""Sponsorship – Passion Projects International"", ""source_date"": """", ""accessed_on"": ""2026-09-22"", ""evidence_basis"": ""official"", ""fetched"": true, ""facts_supported"": [""school used"", ""fees"", ""coverage"", ""contact""], ""evidence_excerpt"": ""Sponsorship pays Maua English Medium School, Usa River (nursery and Std 1–7, day or boarding) plus 5–10% for transfer and coordination costs.""}]"
