record_key	office_key	organisation_name	post_key	office_title	office_title_sw	appointment_type	holder_name	holder_verified_on	tenure_source_url	role_phone	published_role_email	b2g_check_required	pdpa_risk	verification_status	source_url
GPOST_ward-moshi-municipal-council-karanga_ward_executive_officer	GOFF_ward_moshi-municipal-council_karanga	Ofisi ya Kata ya Karanga (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-karanga_ward_councillor	GOFF_ward_moshi-municipal-council_karanga	Ofisi ya Kata ya Karanga (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-karanga_ward_community_development_officer	GOFF_ward_moshi-municipal-council_karanga	Ofisi ya Kata ya Karanga (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-rau_ward_executive_officer	GOFF_ward_moshi-municipal-council_rau	Ofisi ya Kata ya Rau (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-rau_ward_councillor	GOFF_ward_moshi-municipal-council_rau	Ofisi ya Kata ya Rau (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-rau_ward_community_development_officer	GOFF_ward_moshi-municipal-council_rau	Ofisi ya Kata ya Rau (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-bomambuzi_ward_executive_officer	GOFF_ward_moshi-municipal-council_bomambuzi	Ofisi ya Kata ya Bomambuzi (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-bomambuzi_ward_councillor	GOFF_ward_moshi-municipal-council_bomambuzi	Ofisi ya Kata ya Bomambuzi (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-bomambuzi_ward_community_development_officer	GOFF_ward_moshi-municipal-council_bomambuzi	Ofisi ya Kata ya Bomambuzi (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-majengo_ward_executive_officer	GOFF_ward_moshi-municipal-council_majengo	Ofisi ya Kata ya Majengo (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-majengo_ward_councillor	GOFF_ward_moshi-municipal-council_majengo	Ofisi ya Kata ya Majengo (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-majengo_ward_community_development_officer	GOFF_ward_moshi-municipal-council_majengo	Ofisi ya Kata ya Majengo (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-mawenzi_ward_executive_officer	GOFF_ward_moshi-municipal-council_mawenzi	Ofisi ya Kata ya Mawenzi (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-mawenzi_ward_councillor	GOFF_ward_moshi-municipal-council_mawenzi	Ofisi ya Kata ya Mawenzi (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-mawenzi_ward_community_development_officer	GOFF_ward_moshi-municipal-council_mawenzi	Ofisi ya Kata ya Mawenzi (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-bondeni_ward_executive_officer	GOFF_ward_moshi-municipal-council_bondeni	Ofisi ya Kata ya Bondeni (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-bondeni_ward_councillor	GOFF_ward_moshi-municipal-council_bondeni	Ofisi ya Kata ya Bondeni (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-bondeni_ward_community_development_officer	GOFF_ward_moshi-municipal-council_bondeni	Ofisi ya Kata ya Bondeni (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-mji-mpya_ward_executive_officer	GOFF_ward_moshi-municipal-council_mji-mpya	Ofisi ya Kata ya Mji Mpya (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-mji-mpya_ward_councillor	GOFF_ward_moshi-municipal-council_mji-mpya	Ofisi ya Kata ya Mji Mpya (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-mji-mpya_ward_community_development_officer	GOFF_ward_moshi-municipal-council_mji-mpya	Ofisi ya Kata ya Mji Mpya (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-miembeni_ward_executive_officer	GOFF_ward_moshi-municipal-council_miembeni	Ofisi ya Kata ya Miembeni (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-miembeni_ward_councillor	GOFF_ward_moshi-municipal-council_miembeni	Ofisi ya Kata ya Miembeni (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-miembeni_ward_community_development_officer	GOFF_ward_moshi-municipal-council_miembeni	Ofisi ya Kata ya Miembeni (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-njoro_ward_executive_officer	GOFF_ward_moshi-municipal-council_njoro	Ofisi ya Kata ya Njoro (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-njoro_ward_councillor	GOFF_ward_moshi-municipal-council_njoro	Ofisi ya Kata ya Njoro (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-njoro_ward_community_development_officer	GOFF_ward_moshi-municipal-council_njoro	Ofisi ya Kata ya Njoro (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-kaloleni_ward_executive_officer	GOFF_ward_moshi-municipal-council_kaloleni	Ofisi ya Kata ya Kaloleni (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-kaloleni_ward_councillor	GOFF_ward_moshi-municipal-council_kaloleni	Ofisi ya Kata ya Kaloleni (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-kaloleni_ward_community_development_officer	GOFF_ward_moshi-municipal-council_kaloleni	Ofisi ya Kata ya Kaloleni (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-pasua_ward_executive_officer	GOFF_ward_moshi-municipal-council_pasua	Ofisi ya Kata ya Pasua (Moshi Municipal Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-pasua_ward_councillor	GOFF_ward_moshi-municipal-council_pasua	Ofisi ya Kata ya Pasua (Moshi Municipal Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-moshi-municipal-council-pasua_ward_community_development_officer	GOFF_ward_moshi-municipal-council_pasua	Ofisi ya Kata ya Pasua (Moshi Municipal Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://media.tanzlii.org/media/legislation/316204/source_file/77e1e9a6b6ecb9fb/1982-8.pdf
GPOST_ward-siha-district-council-karansi_ward_executive_officer	GOFF_ward_siha-district-council_karansi	Ofisi ya Kata ya Karansi (Siha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-karansi_ward_councillor	GOFF_ward_siha-district-council_karansi	Ofisi ya Kata ya Karansi (Siha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-karansi_ward_community_development_officer	GOFF_ward_siha-district-council_karansi	Ofisi ya Kata ya Karansi (Siha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-gararagua_ward_executive_officer	GOFF_ward_siha-district-council_gararagua	Ofisi ya Kata ya Gararagua (Siha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-gararagua_ward_councillor	GOFF_ward_siha-district-council_gararagua	Ofisi ya Kata ya Gararagua (Siha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-gararagua_ward_community_development_officer	GOFF_ward_siha-district-council_gararagua	Ofisi ya Kata ya Gararagua (Siha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-sanya-juu_ward_executive_officer	GOFF_ward_siha-district-council_sanya-juu	Ofisi ya Kata ya Sanya Juu (Siha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-sanya-juu_ward_councillor	GOFF_ward_siha-district-council_sanya-juu	Ofisi ya Kata ya Sanya Juu (Siha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-sanya-juu_ward_community_development_officer	GOFF_ward_siha-district-council_sanya-juu	Ofisi ya Kata ya Sanya Juu (Siha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-livishi_ward_executive_officer	GOFF_ward_siha-district-council_livishi	Ofisi ya Kata ya Livishi (Siha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-livishi_ward_councillor	GOFF_ward_siha-district-council_livishi	Ofisi ya Kata ya Livishi (Siha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-livishi_ward_community_development_officer	GOFF_ward_siha-district-council_livishi	Ofisi ya Kata ya Livishi (Siha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-nasai_ward_executive_officer	GOFF_ward_siha-district-council_nasai	Ofisi ya Kata ya Nasai (Siha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-nasai_ward_councillor	GOFF_ward_siha-district-council_nasai	Ofisi ya Kata ya Nasai (Siha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-nasai_ward_community_development_officer	GOFF_ward_siha-district-council_nasai	Ofisi ya Kata ya Nasai (Siha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-kashashi_ward_executive_officer	GOFF_ward_siha-district-council_kashashi	Ofisi ya Kata ya Kashashi (Siha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-kashashi_ward_councillor	GOFF_ward_siha-district-council_kashashi	Ofisi ya Kata ya Kashashi (Siha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-kashashi_ward_community_development_officer	GOFF_ward_siha-district-council_kashashi	Ofisi ya Kata ya Kashashi (Siha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-ormelili_ward_executive_officer	GOFF_ward_siha-district-council_ormelili	Ofisi ya Kata ya Ormelili (Siha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-ormelili_ward_councillor	GOFF_ward_siha-district-council_ormelili	Ofisi ya Kata ya Ormelili (Siha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-ormelili_ward_community_development_officer	GOFF_ward_siha-district-council_ormelili	Ofisi ya Kata ya Ormelili (Siha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-olkolili_ward_executive_officer	GOFF_ward_siha-district-council_olkolili	Ofisi ya Kata ya Olkolili (Siha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-olkolili_ward_councillor	GOFF_ward_siha-district-council_olkolili	Ofisi ya Kata ya Olkolili (Siha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-olkolili_ward_community_development_officer	GOFF_ward_siha-district-council_olkolili	Ofisi ya Kata ya Olkolili (Siha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-makiwaru_ward_executive_officer	GOFF_ward_siha-district-council_makiwaru	Ofisi ya Kata ya Makiwaru (Siha District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-makiwaru_ward_councillor	GOFF_ward_siha-district-council_makiwaru	Ofisi ya Kata ya Makiwaru (Siha District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-siha-district-council-makiwaru_ward_community_development_officer	GOFF_ward_siha-district-council_makiwaru	Ofisi ya Kata ya Makiwaru (Siha District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-simanjiro-district-council-naisinyai_ward_executive_officer	GOFF_ward_simanjiro-district-council_naisinyai	Ofisi ya Kata ya Naisinyai (Simanjiro District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-simanjiro-district-council-naisinyai_ward_councillor	GOFF_ward_simanjiro-district-council_naisinyai	Ofisi ya Kata ya Naisinyai (Simanjiro District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-simanjiro-district-council-naisinyai_ward_community_development_officer	GOFF_ward_simanjiro-district-council_naisinyai	Ofisi ya Kata ya Naisinyai (Simanjiro District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_village-node-10828851090_village_executive_officer	GOFF_village_node-10828851090	Ofisi ya Kijiji cha Maji ya Chai (Meru District Council)	village_executive_officer	Village Executive Officer (VEO)	Afisa Mtendaji wa Kijiji	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_village-node-10828851090_village_chair	GOFF_village_node-10828851090	Ofisi ya Kijiji cha Maji ya Chai (Meru District Council)	village_chair	Village Chairperson	Mwenyekiti wa Kijiji	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_village-node-10862247616_village_executive_officer	GOFF_village_node-10862247616	Ofisi ya Kijiji cha Mwanama (Arusha City Council)	village_executive_officer	Village Executive Officer (VEO)	Afisa Mtendaji wa Kijiji	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_village-node-10862247616_village_chair	GOFF_village_node-10862247616	Ofisi ya Kijiji cha Mwanama (Arusha City Council)	village_chair	Village Chairperson	Mwenyekiti wa Kijiji	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
